ID,Needstates,Day#Daypart,NeedstateGroup
139192,Socialzing,Overall,Socializing
139208,Drinking coffee,Overall,Drinking beverages
139209,Drinking coffee,Overall,Drinking beverages
139209,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139209,Socialzing,Overall,Socializing
139209,Studying / Reading books,Overall,Studying & Others
139210,Drinking coffee,Overall,Drinking beverages
139210,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139210,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139210,Socialzing,Overall,Socializing
139210,Working / Business meeting,Overall,Working & business meeting
139211,Drinking coffee,Overall,Drinking beverages
139211,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139211,Socialzing,Overall,Socializing
139212,Drinking coffee,Overall,Drinking beverages
139212,Drinking tea,Overall,Drinking beverages
139212,Socialzing,Overall,Socializing
139227,Drinking ice-blended,Overall,Drinking beverages
139227,Drinking tea,Overall,Drinking beverages
139227,Socialzing,Overall,Socializing
139228,Drinking coffee,Overall,Drinking beverages
139228,Socialzing,Overall,Socializing
139229,Drinking coffee,Overall,Drinking beverages
139229,Drinking tea,Overall,Drinking beverages
139229,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139229,Socialzing,Overall,Socializing
139230,Drinking coffee,Overall,Drinking beverages
139230,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139230,Socialzing,Overall,Socializing
139231,Drinking coffee,Overall,Drinking beverages
139231,Drinking ice-blended,Overall,Drinking beverages
139231,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139231,Socialzing,Overall,Socializing
139232,Drinking coffee,Overall,Drinking beverages
139232,Drinking tea,Overall,Drinking beverages
139232,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139232,Socialzing,Overall,Socializing
139233,Drinking coffee,Overall,Drinking beverages
139233,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139233,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139233,Relaxing (Alone),Overall,Relaxing & entertainment
139233,Working / Business meeting,Overall,Working & business meeting
139240,Drinking coffee,Overall,Drinking beverages
139240,Working / Business meeting,Overall,Working & business meeting
139241,Drinking coffee,Overall,Drinking beverages
139241,Socialzing,Overall,Socializing
139241,Studying / Reading books,Overall,Studying & Others
139242,Drinking coffee,Overall,Drinking beverages
139242,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139242,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139242,Socialzing,Overall,Socializing
139243,Drinking coffee,Overall,Drinking beverages
139243,Drinking ice-blended,Overall,Drinking beverages
139243,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139243,Socialzing,Overall,Socializing
139243,Working / Business meeting,Overall,Working & business meeting
139299,Drinking coffee,Overall,Drinking beverages
139299,Socialzing,Overall,Socializing
139300,Drinking coffee,Overall,Drinking beverages
139300,Socialzing,Overall,Socializing
139301,Drinking coffee,Overall,Drinking beverages
139301,Drinking ice-blended,Overall,Drinking beverages
139301,Drinking tea,Overall,Drinking beverages
139301,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139301,Socialzing,Overall,Socializing
139301,Studying / Reading books,Overall,Studying & Others
139302,Drinking coffee,Overall,Drinking beverages
139302,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139302,Socialzing,Overall,Socializing
139309,Drinking coffee,Overall,Drinking beverages
139309,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139309,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139309,Socialzing,Overall,Socializing
139310,Drinking coffee,Overall,Drinking beverages
139310,Drinking tea,Overall,Drinking beverages
139310,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139310,Socialzing,Overall,Socializing
139311,Drinking coffee,Overall,Drinking beverages
139311,Relaxing (Alone),Overall,Relaxing & entertainment
139312,Drinking coffee,Overall,Drinking beverages
139312,Relaxing (Alone),Overall,Relaxing & entertainment
139313,Drinking coffee,Overall,Drinking beverages
139313,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139313,Relaxing (Alone),Overall,Relaxing & entertainment
139314,Drinking coffee,Overall,Drinking beverages
139314,Drinking ice-blended,Overall,Drinking beverages
139314,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139314,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139314,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139315,Drinking coffee,Overall,Drinking beverages
139315,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139315,Relaxing (Alone),Overall,Relaxing & entertainment
139317,Drinking coffee,Overall,Drinking beverages
139317,Relaxing (Alone),Overall,Relaxing & entertainment
139317,Socialzing,Overall,Socializing
139318,Drinking coffee,Overall,Drinking beverages
139318,Relaxing (Alone),Overall,Relaxing & entertainment
139619,Socialzing,Overall,Socializing
139620,Socialzing,Overall,Socializing
139781,Drinking coffee,Overall,Drinking beverages
139781,Drinking ice-blended,Overall,Drinking beverages
139781,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139781,Drinking tea,Overall,Drinking beverages
139781,Have snack / pastry,Overall,Meals & Snack
139781,Socialzing,Overall,Socializing
139782,Drinking coffee,Overall,Drinking beverages
139782,Drinking ice-blended,Overall,Drinking beverages
139782,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139782,Drinking tea,Overall,Drinking beverages
139782,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139782,Socialzing,Overall,Socializing
139783,Drinking coffee,Overall,Drinking beverages
139783,Drinking tea,Overall,Drinking beverages
139783,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139783,Have snack / pastry,Overall,Meals & Snack
139783,Relaxing (Alone),Overall,Relaxing & entertainment
139784,Drinking ice-blended,Overall,Drinking beverages
139784,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139784,Drinking tea,Overall,Drinking beverages
139784,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139784,Socialzing,Overall,Socializing
139785,Drinking coffee,Overall,Drinking beverages
139785,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139878,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139878,Drinking tea,Overall,Drinking beverages
139878,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139878,Socialzing,Overall,Socializing
139879,Drinking coffee,Overall,Drinking beverages
139879,Drinking tea,Overall,Drinking beverages
139879,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139879,Socialzing,Overall,Socializing
139880,Drinking coffee,Overall,Drinking beverages
139880,Drinking ice-blended,Overall,Drinking beverages
139880,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139880,Drinking tea,Overall,Drinking beverages
139880,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139881,Drinking coffee,Overall,Drinking beverages
139881,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139881,Drinking tea,Overall,Drinking beverages
139881,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139881,Socialzing,Overall,Socializing
139914,Drinking coffee,Overall,Drinking beverages
139914,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139914,Have snack / pastry,Overall,Meals & Snack
139914,Socialzing,Overall,Socializing
139914,Working / Business meeting,Overall,Working & business meeting
139915,Drinking coffee,Overall,Drinking beverages
139915,Drinking ice-blended,Overall,Drinking beverages
139915,Drinking tea,Overall,Drinking beverages
139915,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139915,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139915,Relaxing (Alone),Overall,Relaxing & entertainment
139915,Working / Business meeting,Overall,Working & business meeting
139916,Drinking coffee,Overall,Drinking beverages
139916,Drinking ice-blended,Overall,Drinking beverages
139916,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139916,Drinking tea,Overall,Drinking beverages
139916,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139916,Relaxing (Alone),Overall,Relaxing & entertainment
139916,Socialzing,Overall,Socializing
139917,Drinking coffee,Overall,Drinking beverages
139917,Drinking ice-blended,Overall,Drinking beverages
139917,Drinking tea,Overall,Drinking beverages
139917,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139917,Socialzing,Overall,Socializing
139917,Working / Business meeting,Overall,Working & business meeting
139918,Drinking coffee,Overall,Drinking beverages
139918,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139918,Socialzing,Overall,Socializing
139920,Drinking coffee,Overall,Drinking beverages
139920,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139920,Socialzing,Overall,Socializing
139920,Working / Business meeting,Overall,Working & business meeting
139949,Drinking coffee,Overall,Drinking beverages
139949,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139949,Socialzing,Overall,Socializing
139950,Drinking coffee,Overall,Drinking beverages
139950,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139950,Socialzing,Overall,Socializing
139951,Drinking coffee,Overall,Drinking beverages
139951,Drinking tea,Overall,Drinking beverages
139951,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139951,Socialzing,Overall,Socializing
139952,Drinking coffee,Overall,Drinking beverages
139952,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139952,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139952,Socialzing,Overall,Socializing
139953,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139953,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139953,Socialzing,Overall,Socializing
139956,Drinking coffee,Overall,Drinking beverages
139956,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139956,Socialzing,Overall,Socializing
139957,Drinking coffee,Overall,Drinking beverages
139957,Drinking ice-blended,Overall,Drinking beverages
139957,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139957,Socialzing,Overall,Socializing
139958,Drinking coffee,Overall,Drinking beverages
139958,Drinking ice-blended,Overall,Drinking beverages
139958,Socialzing,Overall,Socializing
139958,Studying / Reading books,Overall,Studying & Others
139959,Drinking coffee,Overall,Drinking beverages
139959,Drinking tea,Overall,Drinking beverages
139959,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139959,Relaxing (Alone),Overall,Relaxing & entertainment
139959,Socialzing,Overall,Socializing
139960,Drinking coffee,Overall,Drinking beverages
139960,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139960,Socialzing,Overall,Socializing
139961,Drinking coffee,Overall,Drinking beverages
139961,Socialzing,Overall,Socializing
139962,Drinking coffee,Overall,Drinking beverages
139962,Drinking ice-blended,Overall,Drinking beverages
139962,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139962,Socialzing,Overall,Socializing
139965,Drinking coffee,Overall,Drinking beverages
139965,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139965,Drinking tea,Overall,Drinking beverages
139965,Socialzing,Overall,Socializing
139966,Drinking coffee,Overall,Drinking beverages
139966,Drinking tea,Overall,Drinking beverages
